batch,image_id,candidate_rank,density_group,domain,growth_stage,parameter_group,module,component,group_level,parameter_tensors,parameters,matched_boxes,standard_loss,reweighted_loss,ugdr_loss,beta,standard_norm,ugdr_norm,ugdr_to_standard_norm_ratio,standard_ugdr_cosine,standard_ugdr_relative_difference,reweighted_norm,reweighted_ugdr_cosine,uncertainty_term_norm,uncertainty_term_fraction_of_ugdr,used_parameter_tensors,selection_rank
92,93,72,30-40,CIMMYT_3,Post-Flowering,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,39,1.1331030130386353,0.9657272100448608,0.9657272100448608,0.611875,0.016201527789235115,0.013500479981303215,0.8332843780517578,0.808418869972229,0.58913254737854,0.013760466128587723,0.8111186027526855,0.008381271734833717,0.6208128708342905,3,17
92,93,72,30-40,CIMMYT_3,Post-Flowering,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,39,1.1331030130386353,0.9657272100448608,0.9657272100448608,0.611875,0.024880582466721535,0.023508284240961075,0.9448446035385132,0.931935727596283,0.36285316944122314,0.021193455904722214,0.9325876832008362,0.008516517467796803,0.36227728831683664,9,17
809,810,3,50-60,ARC_1,Filling,ASWB,ASWB,All,module,24,801634,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.021569831296801567,0.04275625944137573,1.9822250604629517,0.9576773643493652,1.0642142295837402,0.01872961036860943,0.9586095213890076,0.025368714705109596,0.5933333513398975,18,18
809,810,3,50-60,ARC_1,Filling,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.005274467170238495,0.010660500265657902,2.0211520195007324,0.9544826149940491,1.1075862646102905,0.004568308126181364,0.9555380344390869,0.006437813863158226,0.6038941609426359,8,18
809,810,3,50-60,ARC_1,Filling,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,18
809,810,3,50-60,ARC_1,Filling,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.010987358167767525,0.02141888625919819,1.9494118690490723,0.9705615639686584,1.0080465078353882,0.009551014751195908,0.9713276028633118,0.012352226302027702,0.5766978802048182,2,18
809,810,3,50-60,ARC_1,Filling,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.017796505242586136,0.035435616970062256,1.991155982017517,0.9532297849655151,1.0810381174087524,0.015450146049261093,0.9542182087898254,0.021202562376856804,0.598340432304869,8,18
809,810,3,50-60,ARC_1,Filling,Decoder,Decoder,All,module,119,4348539,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.9811191558837891,1.1769914627075195,1.1996417045593262,0.9872571229934692,0.26538729667663574,0.845880925655365,0.9865772128105164,0.36927154660224915,0.31374190748400743,83,18
809,810,3,50-60,ARC_1,Filling,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.9811191558837891,1.1769914627075195,1.1996417045593262,0.9872571229934692,0.26538729667663574,0.845880925655365,0.9865772128105164,0.36927154660224915,0.31374190748400743,83,18
809,810,3,50-60,ARC_1,Filling,MSIA,MSIA,All,module,16,461568,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.038502153009176254,0.040535908192396164,1.0528218746185303,0.969573974609375,0.25856608152389526,0.03302384167909622,0.9699753522872925,0.011696843430399895,0.288555109580449,16,18
809,810,3,50-60,ARC_1,Filling,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.019080327823758125,0.020278584212064743,1.062800645828247,0.9679718613624573,0.2683708965778351,0.016298815608024597,0.9691706895828247,0.006018131040036678,0.29677274197752873,4,18
809,810,3,50-60,ARC_1,Filling,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.017254270613193512,0.018557652831077576,1.0755397081375122,0.9655210971832275,0.28261855244636536,0.014891259372234344,0.9659164547920227,0.005681569688022137,0.30615777435535896,3,18
809,810,3,50-60,ARC_1,Filling,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,50,1.3139939308166504,1.129589319229126,1.129589319229126,0.611875,0.028646936640143394,0.029791811481118202,1.039965033531189,0.9719967246055603,0.2446267306804657,0.024559583514928818,0.9720219373703003,0.008265471085906029,0.2774410374859083,9,18
1059,1060,61,60-70,Terraref_1,Ripening,ASWB,ASWB,All,module,24,801634,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.03639247268438339,0.03182109072804451,0.8743866086006165,0.8403512835502625,0.5431097149848938,0.030832920223474503,0.8308422565460205,0.01824582740664482,0.5733878691519659,18,19
1059,1060,61,60-70,Terraref_1,Ripening,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.009565653279423714,0.008435283787548542,0.8818303942680359,0.8354045152664185,0.5515928268432617,0.008107174187898636,0.825251579284668,0.004899842664599419,0.5808746674097859,8,19
1059,1060,61,60-70,Terraref_1,Ripening,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,19
1059,1060,61,60-70,Terraref_1,Ripening,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.01680302992463112,0.01600843109190464,0.9527109861373901,0.8030897378921509,0.6143559813499451,0.014209962449967861,0.789675772190094,0.009946015663444996,0.6212985898708482,2,19
1059,1060,61,60-70,Terraref_1,Ripening,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.030831290408968925,0.026175521314144135,0.8489920496940613,0.8546648025512695,0.5192111134529114,0.026134643703699112,0.8465278148651123,0.014490636065602303,0.5535949367232729,8,19
1059,1060,61,60-70,Terraref_1,Ripening,Decoder,Decoder,All,module,119,4348539,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.54860919713974,0.6567678451538086,1.1971505880355835,0.9797400236129761,0.29559630155563354,0.46399539709091187,0.9787288308143616,0.22388717532157898,0.3408924127050507,83,19
1059,1060,61,60-70,Terraref_1,Ripening,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.54860919713974,0.6567678451538086,1.1971505880355835,0.9797400236129761,0.29559630155563354,0.46399539709091187,0.9787288308143616,0.22388717532157898,0.3408924127050507,83,19
1059,1060,61,60-70,Terraref_1,Ripening,MSIA,MSIA,All,module,16,461568,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.029459848999977112,0.03401617705821991,1.1546622514724731,0.9539481401443481,0.3609279990196228,0.02453354001045227,0.950261652469635,0.013150571845471859,0.386597583348775,16,19
1059,1060,61,60-70,Terraref_1,Ripening,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.015136534348130226,0.018172089010477066,1.200544834136963,0.9593509435653687,0.3712414503097534,0.012555702589452267,0.9558494687080383,0.007189636118710041,0.39564169615088707,4,19
1059,1060,61,60-70,Terraref_1,Ripening,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.015026926063001156,0.018113156780600548,1.2053800821304321,0.9585586786270142,0.37694352865219116,0.012430851347744465,0.9549846649169922,0.007249834947288036,0.40025242618408263,3,19
1059,1060,61,60-70,Terraref_1,Ripening,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,62,0.7963013648986816,0.671660840511322,0.671660840511322,0.611875,0.020321404561400414,0.02233358472585678,1.0990177392959595,0.9500401616096497,0.34585797786712646,0.01702124997973442,0.9467761516571045,0.008287735283374786,0.37108844751553177,9,19
328,329,83,50-60,UQ_11,Post-Flowering,ASWB,ASWB,All,module,24,801634,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.046217434108257294,0.06056363135576248,1.3104065656661987,0.9658684730529785,0.4310506582260132,0.039889540523290634,0.9658899307250977,0.02433573268353939,0.4018208971088043,18,20
328,329,83,50-60,UQ_11,Post-Flowering,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.0145886754617095,0.01797368936240673,1.2320302724838257,0.9708454608917236,0.354508638381958,0.012581652030348778,0.970924973487854,0.006498005241155624,0.3615287384874177,8,20
328,329,83,50-60,UQ_11,Post-Flowering,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20
328,329,83,50-60,UQ_11,Post-Flowering,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.02229798212647438,0.029241792857646942,1.311409831047058,0.9669520258903503,0.4285500645637512,0.019221853464841843,0.96668541431427,0.011740963906049728,0.401513134410272,2,20
328,329,83,50-60,UQ_11,Post-Flowering,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.03776270151138306,0.04989807307720184,1.3213586807250977,0.9650900959968567,0.44218558073043823,0.03260978311300278,0.9651942849159241,0.020301567390561104,0.4068607490944731,8,20
328,329,83,50-60,UQ_11,Post-Flowering,Decoder,Decoder,All,module,119,4348539,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.8971722722053528,1.043872594833374,1.1635141372680664,0.977057695388794,0.2830619812011719,0.7668918371200562,0.9766726493835449,0.33773863315582275,0.32354392176540814,83,20
328,329,83,50-60,UQ_11,Post-Flowering,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.8971722722053528,1.043872594833374,1.1635141372680664,0.977057695388794,0.2830619812011719,0.7668918371200562,0.9766726493835449,0.33773863315582275,0.32354392176540814,83,20
328,329,83,50-60,UQ_11,Post-Flowering,MSIA,MSIA,All,module,16,461568,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.039662547409534454,0.0429818369448185,1.0836882591247559,0.969740092754364,0.269422709941864,0.03401372581720352,0.969898521900177,0.012978531420230865,0.3019538563903896,16,20
328,329,83,50-60,UQ_11,Post-Flowering,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.018845928832888603,0.02112681046128273,1.1210278272628784,0.9705130457878113,0.28418147563934326,0.01617182232439518,0.97032630443573,0.006695412565022707,0.31691544624271645,4,20
328,329,83,50-60,UQ_11,Post-Flowering,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.017117124050855637,0.01923326775431633,1.1236273050308228,0.9709503650665283,0.28384077548980713,0.014696729369461536,0.970757782459259,0.006091941613703966,0.31673981205491264,3,20
328,329,83,50-60,UQ_11,Post-Flowering,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,59,1.2043105363845825,1.0239237546920776,1.0239237546920776,0.611875,0.030413033440709114,0.03211195394396782,1.0558615922927856,0.9697859883308411,0.2586974501609802,0.026065533980727196,0.9701662063598633,0.009300644509494305,0.28963184631252925,9,20
906,907,60,40-50,Ukyoto_1,Post-Flowering,ASWB,ASWB,All,module,24,801634,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.10788240283727646,0.11729288101196289,1.0872290134429932,0.986786425113678,0.19063414633274078,0.09677012264728546,0.9864710569381714,0.026987068355083466,0.2300827477528752,18,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.030121713876724243,0.03319333866238594,1.1019737720489502,0.9898737668991089,0.18087655305862427,0.027019308879971504,0.989653468132019,0.007528445217758417,0.22680590507424636,8,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.05750691145658493,0.06302393227815628,1.09593665599823,0.988606870174408,0.18486811220645905,0.05149497091770172,0.9884549379348755,0.014417163096368313,0.2287569590665674,2,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.08616408705711365,0.09318694472312927,1.0815056562423706,0.9856194853782654,0.1942906379699707,0.07734779268503189,0.9852319955825806,0.021535316482186317,0.23109799925483757,8,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,Decoder,Decoder,All,module,119,4348539,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,1.0987964868545532,1.1713593006134033,1.0660384893417358,0.9893275499343872,0.16466768085956573,0.9698323607444763,0.9884924292564392,0.2583770751953125,0.2205788395243105,83,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,1.0987964868545532,1.1713593006134033,1.0660384893417358,0.9893275499343872,0.16466768085956573,0.9698323607444763,0.9884924292564392,0.2583770751953125,0.2205788395243105,83,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,MSIA,MSIA,All,module,16,461568,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.05088435113430023,0.05296206474304199,1.0408320426940918,0.981818675994873,0.19878220558166504,0.04462805762887001,0.9829985499382019,0.01224023662507534,0.2311132823930062,16,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.02476685866713524,0.025610225275158882,1.0340522527694702,0.9796441793441772,0.2079852968454361,0.021688153967261314,0.9818178415298462,0.005964959040284157,0.2329131812077413,4,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.024335304275155067,0.02514653466641903,1.033335566520691,0.979325532913208,0.209377259016037,0.021364916115999222,0.9815722703933716,0.005839644931256771,0.23222463885073993,3,21
906,907,60,40-50,Ukyoto_1,Post-Flowering,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,48,0.9635041952133179,0.8308483958244324,0.8308483958244324,0.611875,0.037196945399045944,0.03894544765353203,1.047006607055664,0.9838615655899048,0.1897467076778412,0.03263169527053833,0.9841532707214355,0.008952160365879536,0.2298641023597953,9,21
492,493,70,20-30,UQ_11,Post-Flowering,ASWB,ASWB,All,module,24,801634,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.05526954308152199,0.046794917434453964,0.8466673493385315,0.980095624923706,0.2391975224018097,0.04676804319024086,0.9796633124351501,0.009434758685529232,0.2016193040354132,18,22
492,493,70,20-30,UQ_11,Post-Flowering,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.01753031276166439,0.01438220590353012,0.8204192519187927,0.9828349351882935,0.2457936406135559,0.01483661774545908,0.9824343323707581,0.002775417175143957,0.19297576420198026,8,22
492,493,70,20-30,UQ_11,Post-Flowering,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,22
492,493,70,20-30,UQ_11,Post-Flowering,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.02730935998260975,0.022826319560408592,0.8358423709869385,0.9808372259140015,0.24286188185214996,0.023098547011613846,0.9805645942687988,0.004535291809588671,0.1986869498425391,2,22
492,493,70,20-30,UQ_11,Post-Flowering,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.04473934695124626,0.03823447972536087,0.8546051979064941,0.9795657396316528,0.23678284883499146,0.03786266967654228,0.9790680408477783,0.007793770637363195,0.20384141992636035,8,22
492,493,70,20-30,UQ_11,Post-Flowering,Decoder,Decoder,All,module,119,4348539,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.9757472276687622,1.1243536472320557,1.1523001194000244,0.9688685536384583,0.3081246316432953,0.8298428654670715,0.968652069568634,0.3810960352420807,0.338946768376895,83,22
492,493,70,20-30,UQ_11,Post-Flowering,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.9757472276687622,1.1243536472320557,1.1523001194000244,0.9688685536384583,0.3081246316432953,0.8298428654670715,0.968652069568634,0.3810960352420807,0.338946768376895,83,22
492,493,70,20-30,UQ_11,Post-Flowering,MSIA,MSIA,All,module,16,461568,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.05987492948770523,0.056276723742485046,0.9399046301841736,0.973565936088562,0.2308727204799652,0.05049872770905495,0.9733161926269531,0.013603336177766323,0.24172224808276715,16,22
492,493,70,20-30,UQ_11,Post-Flowering,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.032474320381879807,0.030583951622247696,0.9417887926101685,0.9754933714866638,0.2225957065820694,0.027372339740395546,0.9750528931617737,0.007216896396130323,0.23597004354664666,4,22
492,493,70,20-30,UQ_11,Post-Flowering,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.02986300364136696,0.02821177989244461,0.9447067379951477,0.9699833393096924,0.2444816380739212,0.025246156379580498,0.9694045782089233,0.007237212732434273,0.2565315892873696,3,22
492,493,70,20-30,UQ_11,Post-Flowering,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,27,1.1306661367416382,0.9560104608535767,0.9560104608535767,0.611875,0.04047995060682297,0.037891775369644165,0.9360628128051758,0.9743024706840515,0.22846683859825134,0.034110236912965775,0.9743559956550598,0.008977188728749752,0.23691655091837033,9,22
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,ASWB,ASWB,All,module,24,801634,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.5667676329612732,0.4556085765361786,0.8038719296455383,0.9998722672462463,0.19665122032165527,0.4867227077484131,0.999873697757721,0.032002270221710205,0.07024071071052149,18,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.1285533308982849,0.10302211344242096,0.8013958930969238,0.9998298287391663,0.1992892175912857,0.11037741601467133,0.9998334050178528,0.007608573883771896,0.07385379341906363,8,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.2918913662433624,0.23339807987213135,0.7996059656143188,0.9998311400413513,0.20106646418571472,0.2506239712238312,0.9998363256454468,0.017773259431123734,0.07614998135743417,2,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.4685072600841522,0.3774797320365906,0.8057073354721069,0.9998995661735535,0.19470861554145813,0.402372270822525,0.9998989701271057,0.02550227753818035,0.06755932934621325,8,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,Decoder,Decoder,All,module,119,4348539,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,1.6057426929473877,1.4667736291885376,0.9134549498558044,0.981474757194519,0.20330896973609924,1.3830434083938599,0.9816415309906006,0.2854742407798767,0.19462733382915362,83,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,1.6057426929473877,1.4667736291885376,0.9134549498558044,0.981474757194519,0.20330896973609924,1.3830434083938599,0.9816415309906006,0.2854742407798767,0.19462733382915362,83,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,MSIA,MSIA,All,module,16,461568,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.14171530306339264,0.11506260931491852,0.8119279146194458,0.9959821701049805,0.20468449592590332,0.12166614085435867,0.9958885312080383,0.012598508037626743,0.1094926328599544,16,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.07701776176691055,0.061780333518981934,0.8021569848060608,0.9968937635421753,0.21006084978580475,0.06610625237226486,0.9968256950378418,0.006681481841951609,0.1081490089382365,4,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.0755523070693016,0.06114905700087547,0.8093605637550354,0.9970393180847168,0.2028200924396515,0.06479430198669434,0.9969783425331116,0.006101864855736494,0.09978673678727594,3,23
1277,1278,79,30-40,CIMMYT_2,Post-Flowering,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,31,1.1370233297348022,0.9766917824745178,0.9766917824745178,0.611875,0.09188766032457352,0.07538823783397675,0.8204392194747925,0.9947586059570312,0.2020961195230484,0.07895764708518982,0.9946151971817017,0.008766266517341137,0.11628162123442373,9,23
269,270,25,20-30,KSU_3,Filling,ASWB,ASWB,All,module,24,801634,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.05419327691197395,0.05131757631897926,0.9469361901283264,0.9271482229232788,0.3752168118953705,0.04501333087682724,0.9324754476547241,0.018753768876194954,0.36544533513479804,18,24
269,270,25,20-30,KSU_3,Filling,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.016476718708872795,0.015315658412873745,0.9295333027839661,0.9409845471382141,0.33864307403564453,0.0137097779661417,0.9449282288551331,0.005070126615464687,0.3310420276285959,8,24
269,270,25,20-30,KSU_3,Filling,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,24
269,270,25,20-30,KSU_3,Filling,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.02817249856889248,0.028389448300004005,1.007700800895691,0.9242680668830872,0.39075523614883423,0.02342713437974453,0.9298353791236877,0.010860715061426163,0.38256168089834386,2,24
269,270,25,20-30,KSU_3,Filling,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.04326360300183296,0.03991194814443588,0.9225294589996338,0.9276305437088013,0.3735339641571045,0.03590837121009827,0.9330108165740967,0.014423677697777748,0.3613874633626109,8,24
269,270,25,20-30,KSU_3,Filling,Decoder,Decoder,All,module,119,4348539,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,1.0616987943649292,1.082340955734253,1.0194425582885742,0.9460225105285645,0.3323124647140503,0.8929410576820374,0.9464483261108398,0.3733421564102173,0.3449395076775455,83,24
269,270,25,20-30,KSU_3,Filling,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,1.0616987943649292,1.082340955734253,1.0194425582885742,0.9460225105285645,0.3323124647140503,0.8929410576820374,0.9464483261108398,0.3733421564102173,0.3449395076775455,83,24
269,270,25,20-30,KSU_3,Filling,MSIA,MSIA,All,module,16,461568,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.08092182874679565,0.06744706630706787,0.8334842324256897,0.9659634232521057,0.29062938690185547,0.06735246628522873,0.9665454030036926,0.017434479668736458,0.25849129729916026,16,24
269,270,25,20-30,KSU_3,Filling,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.03881775587797165,0.032968562096357346,0.8493165373802185,0.9612247943878174,0.29760780930519104,0.03232929855585098,0.9620675444602966,0.009014952927827835,0.27344088897416263,4,24
269,270,25,20-30,KSU_3,Filling,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.035801272839307785,0.032380469143390656,0.9044502377510071,0.9601210355758667,0.2850729823112488,0.029886335134506226,0.9611120223999023,0.00902702659368515,0.2787799816522332,3,24
269,270,25,20-30,KSU_3,Filling,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,29,1.156880497932434,0.9723313450813293,0.9723313450813293,0.611875,0.06131715327501297,0.049129288643598557,0.8012323975563049,0.9722911715507507,0.2896735966205597,0.05097036808729172,0.9724825024604797,0.011882951483130455,0.24187102665649482,9,24
507,508,52,80-100,KSU_3,Filling,ASWB,ASWB,All,module,24,801634,82,1.26687490940094,1.0952266454696655,1.0952266454696655,0.611875,0.3963424861431122,0.32777807116508484,0.8270071744918823,0.9947453141212463,0.19651390612125397,0.343400776386261,0.9949590563774109,0.03713339939713478,0.11328823574177606,18,25
507,508,52,80-100,KSU_3,Filling,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,82,1.26687490940094,1.0952266454696655,1.0952266454696655,0.611875,0.1174938827753067,0.0964634120464325,0.8210079669952393,0.9963054060935974,0.19520480930805206,0.10178066045045853,0.9964566826820374,0.009891952387988567,0.10254615898540986,8,25
507,508,52,80-100,KSU_3,Filling,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,82,1.26687490940094,1.0952266454696655,1.0952266454696655,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25
507,508,52,80-100,KSU_3,Filling,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,82,1.26687490940094,1.0952266454696655,1.0952266454696655,0.611875,0.1944015920162201,0.1607217639684677,0.8267512917518616,0.9939023852348328,0.20024371147155762,0.1684269905090332,0.9941725730895996,0.01936149224638939,0.12046590186869748,2,25
