batch,image_id,candidate_rank,density_group,domain,growth_stage,parameter_group,module,component,group_level,parameter_tensors,parameters,matched_boxes,standard_loss,reweighted_loss,ugdr_loss,beta,standard_norm,ugdr_norm,ugdr_to_standard_norm_ratio,standard_ugdr_cosine,standard_ugdr_relative_difference,reweighted_norm,reweighted_ugdr_cosine,uncertainty_term_norm,uncertainty_term_fraction_of_ugdr,used_parameter_tensors,selection_rank
850,851,40,70-80,KSU_3,Filling,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,78,1.1985338926315308,1.024561882019043,1.024561882019043,0.611875,0.026633920148015022,0.028790246695280075,1.0809617042541504,0.984635591506958,0.19942787289619446,0.02255370281636715,0.983436107635498,0.007772079203277826,0.269955283313081,4,2
850,851,40,70-80,KSU_3,Filling,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,78,1.1985338926315308,1.024561882019043,1.024561882019043,0.611875,0.023102417588233948,0.025211308151483536,1.0912843942642212,0.9782768487930298,0.23610436916351318,0.01956143230199814,0.9770488739013672,0.007386382669210434,0.29297895312805455,3,2
850,851,40,70-80,KSU_3,Filling,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,78,1.1985338926315308,1.024561882019043,1.024561882019043,0.611875,0.03948497772216797,0.04161655902862549,1.0539846420288086,0.980574905872345,0.20943188667297363,0.03359396383166313,0.9793338179588318,0.011052020825445652,0.26556786729637216,9,2
935,936,7,>100,UQ_8,Ripening,ASWB,ASWB,All,module,24,801634,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.1780954748392105,0.13037848472595215,0.7320707440376282,0.9964094758033752,0.2775658071041107,0.1518772691488266,0.9963943958282471,0.02459639124572277,0.1886537590724645,18,3
935,936,7,>100,UQ_8,Ripening,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.03969096019864082,0.029292747378349304,0.7380205988883972,0.995107889175415,0.275416761636734,0.033845387399196625,0.9950527548789978,0.005525975022464991,0.18864652574545873,8,3
935,936,7,>100,UQ_8,Ripening,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3
935,936,7,>100,UQ_8,Ripening,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.08549560606479645,0.06221044063568115,0.7276448607444763,0.9962592720985413,0.2821721136569977,0.07290293276309967,0.9962338209152222,0.012185724452137947,0.19587908922716674,2,3
935,936,7,>100,UQ_8,Ripening,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.1511063277721405,0.11077158153057098,0.733070433139801,0.9965568780899048,0.27622345089912415,0.12886564433574677,0.9965476989746094,0.020638657733798027,0.18631726159928597,8,3
935,936,7,>100,UQ_8,Ripening,Decoder,Decoder,All,module,119,4348539,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.8539174795150757,0.9032840728759766,1.0578118562698364,0.9663655757904053,0.2729465365409851,0.72549968957901,0.9646965861320496,0.2790662944316864,0.30894632465196026,83,3
935,936,7,>100,UQ_8,Ripening,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.8539174795150757,0.9032840728759766,1.0578118562698364,0.9663655757904053,0.2729465365409851,0.72549968957901,0.9646965861320496,0.2790662944316864,0.30894632465196026,83,3
935,936,7,>100,UQ_8,Ripening,MSIA,MSIA,All,module,16,461568,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.053991176187992096,0.04360510781407356,0.8076339960098267,0.9746339917182922,0.27924466133117676,0.04592980444431305,0.9745004773139954,0.010370317846536636,0.23782346533241716,16,3
935,936,7,>100,UQ_8,Ripening,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.029978232458233833,0.02347172424197197,0.7829589247703552,0.9784267544746399,0.2844091057777405,0.025512946769595146,0.9784431457519531,0.005475812125951052,0.23329398682007535,4,3
935,936,7,>100,UQ_8,Ripening,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.028294000774621964,0.021870901808142662,0.7729872465133667,0.9855026006698608,0.2719328701496124,0.02406473457813263,0.9855936765670776,0.004469630774110556,0.20436426505497302,3,3
935,936,7,>100,UQ_8,Ripening,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,127,1.0621058940887451,0.8951298594474792,0.8951298594474792,0.611875,0.03486834838986397,0.029532138258218765,0.8469612002372742,0.9674964547157288,0.2801419198513031,0.029656782746315002,0.9671363234519958,0.007588239852339029,0.2569485414835219,9,3
800,801,28,80-100,UQ_10,Filling-Ripening,ASWB,ASWB,All,module,24,801634,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.03145907446742058,0.04907860979437828,1.5600780248641968,0.9783492088317871,0.6174468398094177,0.026673534885048866,0.9791414737701416,0.023592358455061913,0.4807055161893421,18,4
800,801,28,80-100,UQ_10,Filling-Ripening,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.007071362342685461,0.011728651821613312,1.6586127281188965,0.9656645059585571,0.740046501159668,0.005997791886329651,0.9663263559341431,0.006130281835794449,0.5226757456042557,8,4
800,801,28,80-100,UQ_10,Filling-Ripening,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4
800,801,28,80-100,UQ_10,Filling-Ripening,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.015753313899040222,0.02467266470193863,1.5661888122558594,0.9787076115608215,0.6223067045211792,0.013348127715289593,0.9790686964988708,0.011917713098227978,0.48303307495163084,2,4
800,801,28,80-100,UQ_10,Filling-Ripening,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.026296427473425865,0.04077264294028282,1.5505012273788452,0.9793639779090881,0.6058412790298462,0.022300928831100464,0.9803233742713928,0.01941615529358387,0.47620546261917623,8,4
800,801,28,80-100,UQ_10,Filling-Ripening,Decoder,Decoder,All,module,119,4348539,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.8022080063819885,0.9967794418334961,1.2425448894500732,0.9800859689712524,0.32911422848701477,0.6752845048904419,0.9802460670471191,0.36048877239227295,0.3616534985203775,83,4
800,801,28,80-100,UQ_10,Filling-Ripening,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.8022080063819885,0.9967794418334961,1.2425448894500732,0.9800859689712524,0.32911422848701477,0.6752845048904419,0.9802460670471191,0.36048877239227295,0.3616534985203775,83,4
800,801,28,80-100,UQ_10,Filling-Ripening,MSIA,MSIA,All,module,16,461568,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.03245113044977188,0.040853772312402725,1.2589322328567505,0.9231582880020142,0.5104141235351562,0.026851773262023926,0.9204403162002563,0.019251225516200066,0.4712227152241611,16,4
800,801,28,80-100,UQ_10,Filling-Ripening,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.015842406079173088,0.02087506838142872,1.3176703453063965,0.9322612285614014,0.52861088514328,0.013077246956527233,0.9292811155319214,0.009970802813768387,0.4776416839256347,4,4
800,801,28,80-100,UQ_10,Filling-Ripening,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.013086321763694286,0.016174739226698875,1.2360035181045532,0.8824346661567688,0.5884894728660583,0.010840937495231628,0.8787327408790588,0.008424824103713036,0.5208630560056621,3,4
800,801,28,80-100,UQ_10,Filling-Ripening,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,90,1.2455250024795532,1.0455782413482666,1.0455782413482666,0.611875,0.02511657401919365,0.031171143054962158,1.2410587072372437,0.9308654069900513,0.47928014397621155,0.020796094089746475,0.9285959005355835,0.014149738475680351,0.45393710621169675,9,4
843,844,68,50-60,Ukyoto_1,Post-Flowering,ASWB,ASWB,All,module,24,801634,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.19431708753108978,0.18096566200256348,0.9312905073165894,0.9971229434013367,0.10039792209863663,0.1658257395029068,0.9967620968818665,0.020580202341079712,0.11372435031784196,18,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.059978559613227844,0.056120865046978,0.9356821179389954,0.9982457756996155,0.08613717555999756,0.05116213485598564,0.9979978799819946,0.006007176358252764,0.10703998153314707,8,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.10257455706596375,0.09560993313789368,0.932101845741272,0.9978930354118347,0.09240173548460007,0.08745616674423218,0.9976006746292114,0.010325094684958458,0.10799186178769797,2,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.15375356376171112,0.14303064346313477,0.9302590489387512,0.9966102242469788,0.10569152235984802,0.13127082586288452,0.996203601360321,0.01675860583782196,0.11716793990471967,8,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,Decoder,Decoder,All,module,119,4348539,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,1.2321124076843262,1.2644678354263306,1.0262601375579834,0.9847014546394348,0.17913739383220673,1.0502673387527466,0.9837337732315063,0.29847288131713867,0.23604624250209175,83,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,1.2321124076843262,1.2644678354263306,1.0262601375579834,0.9847014546394348,0.17913739383220673,1.0502673387527466,0.9837337732315063,0.29847288131713867,0.23604624250209175,83,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,MSIA,MSIA,All,module,16,461568,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.0805266946554184,0.074740931391716,0.92815101146698,0.9915354251861572,0.14448139071464539,0.06818068772554398,0.991007387638092,0.011605499312281609,0.15527635388241787,16,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.042627520859241486,0.03985007479786873,0.9348438382148743,0.9931430816650391,0.13063524663448334,0.03606094419956207,0.9925704002380371,0.0059758261777460575,0.14995771546370243,4,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.04623788222670555,0.04251716285943985,0.9195309281349182,0.9936887621879578,0.13446928560733795,0.03906002640724182,0.9933177828788757,0.0058434950187802315,0.13743849838002145,3,5
843,844,68,50-60,Ukyoto_1,Post-Flowering,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,57,1.0750914812088013,0.908626914024353,0.908626914024353,0.611875,0.050294145941734314,0.046802446246147156,0.9305744171142578,0.9886350035667419,0.1611579805612564,0.042691078037023544,0.988006591796875,0.008051750250160694,0.17203695310741424,9,5
159,160,46,20-30,NAU_2,Post-Flowering,ASWB,ASWB,All,module,24,801634,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.16499745845794678,0.1277347058057785,0.7741616368293762,0.9945157766342163,0.24391447007656097,0.1411442756652832,0.9945225119590759,0.019424911588430405,0.15207230850765113,18,6
159,160,46,20-30,NAU_2,Post-Flowering,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.04163547232747078,0.031910549849271774,0.7664269804954529,0.9943939447402954,0.25129586458206177,0.03562405705451965,0.9943771958351135,0.005154972430318594,0.16154445644678336,8,6
159,160,46,20-30,NAU_2,Post-Flowering,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,6
159,160,46,20-30,NAU_2,Post-Flowering,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.08321560174226761,0.06303588300943375,0.7575007677078247,0.9933955073356628,0.26231980323791504,0.07118717581033707,0.9933869242668152,0.011215818114578724,0.1779275165051658,2,6
159,160,46,20-30,NAU_2,Post-Flowering,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.1362564116716385,0.10641593486070633,0.780997633934021,0.9950604438781738,0.23596122860908508,0.11655478179454803,0.995075523853302,0.01499862875789404,0.14094344777900575,8,6
159,160,46,20-30,NAU_2,Post-Flowering,Decoder,Decoder,All,module,119,4348539,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.9968942403793335,1.0620568990707397,1.0653656721115112,0.9646268486976624,0.2822120487689972,0.8549858331680298,0.9646064043045044,0.32734736800193787,0.30822017943516455,83,6
159,160,46,20-30,NAU_2,Post-Flowering,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.9968942403793335,1.0620568990707397,1.0653656721115112,0.9646268486976624,0.2822120487689972,0.8549858331680298,0.9646064043045044,0.32734736800193787,0.30822017943516455,83,6
159,160,46,20-30,NAU_2,Post-Flowering,MSIA,MSIA,All,module,16,461568,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.0604100301861763,0.05357511341571808,0.8868579268455505,0.9764564037322998,0.23358258605003357,0.051599036902189255,0.9765539169311523,0.01155572384595871,0.21569200901716515,16,6
159,160,46,20-30,NAU_2,Post-Flowering,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.031965985894203186,0.027999237179756165,0.8759071826934814,0.980034589767456,0.224443256855011,0.027325039729475975,0.9801799654960632,0.005548209883272648,0.19815575144611727,4,6
159,160,46,20-30,NAU_2,Post-Flowering,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.030158748850226402,0.026389187201857567,0.8750093579292297,0.9830338954925537,0.21287035942077637,0.025795815512537956,0.9831019043922424,0.004833039827644825,0.18314470205829686,3,6
159,160,46,20-30,NAU_2,Post-Flowering,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,21,1.1569859981536865,0.9830049872398376,0.9830049872398376,0.611875,0.04144873470067978,0.03728197515010834,0.8994719982147217,0.9711828231811523,0.24888987839221954,0.03536069765686989,0.9712882041931152,0.00891032349318266,0.23899816083528413,9,6
758,759,31,40-50,NAU_3,Filling,ASWB,ASWB,All,module,24,801634,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.7961140871047974,0.659852921962738,0.8288421630859375,0.9998287558555603,0.17198464274406433,0.689249575138092,0.9998427033424377,0.03173632174730301,0.04809605397048641,18,7
758,759,31,40-50,NAU_3,Filling,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.1847153902053833,0.152994304895401,0.8282704949378967,0.9998135566711426,0.17262642085552216,0.15987253189086914,0.999829888343811,0.00745858671143651,0.0487507473989688,8,7
758,759,31,40-50,NAU_3,Filling,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7
758,759,31,40-50,NAU_3,Filling,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.40999943017959595,0.3381701111793518,0.824806272983551,0.9998151659965515,0.17606131732463837,0.354835569858551,0.9998338222503662,0.017821762710809708,0.05270058506547837,2,7
758,759,31,40-50,NAU_3,Filling,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.6569462418556213,0.5455635190010071,0.8304538130760193,0.9998418688774109,0.17031905055046082,0.5688562989234924,0.99985271692276,0.0251783300191164,0.04615105142151179,8,7
758,759,31,40-50,NAU_3,Filling,Decoder,Decoder,All,module,119,4348539,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,2.160853862762451,1.9355294704437256,0.895724356174469,0.9859046339988708,0.1900644600391388,1.876460075378418,0.9858771562576294,0.32569414377212524,0.1682713431883106,83,7
758,759,31,40-50,NAU_3,Filling,Decoder/Detection decoder,Decoder,Detection decoder,component,119,4348539,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,2.160853862762451,1.9355294704437256,0.895724356174469,0.9859046339988708,0.1900644600391388,1.876460075378418,0.9858771562576294,0.32569414377212524,0.1682713431883106,83,7
758,759,31,40-50,NAU_3,Filling,MSIA,MSIA,All,module,16,461568,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.19694623351097107,0.16579748690128326,0.8418413400650024,0.9976985454559326,0.16996872425079346,0.17048124969005585,0.9977056384086609,0.012314185500144958,0.07427244966310552,16,7
758,759,31,40-50,NAU_3,Filling,MSIA/Hypergraph interaction,MSIA,Hypergraph interaction,component,4,66304,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.10437896102666855,0.08760348707437515,0.8392829895019531,0.9978923797607422,0.17137110233306885,0.09035073220729828,0.9979233145713806,0.00635772617533803,0.0725738938900952,4,7
758,759,31,40-50,NAU_3,Filling,MSIA/Semantic collection,MSIA,Semantic collection,component,3,197120,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.10634442418813705,0.08912504464387894,0.8380791544914246,0.9981743693351746,0.17110897600650787,0.09205571562051773,0.9981828927993774,0.0061972495168447495,0.06953432159958389,3,7
758,759,31,40-50,NAU_3,Filling,MSIA/Semantic scattering,MSIA,Semantic scattering,component,9,198144,41,1.172610878944397,1.0146821737289429,1.0146821737289429,0.611875,0.12877778708934784,0.10895486921072006,0.846068799495697,0.9972729086875916,0.16825470328330994,0.11147351562976837,0.9972637295722961,0.00853302888572216,0.07831709539496741,9,7
1271,1272,78,60-70,KSU_2,Post-Flowering,ASWB,ASWB,All,module,24,801634,66,1.3134433031082153,1.1232385635375977,1.1232385635375977,0.611875,0.11314990371465683,0.12117193639278412,1.0708973407745361,0.9910060167312622,0.15585115551948547,0.09667124599218369,0.9907059669494629,0.028601059690117836,0.2360369945513312,18,8
1271,1272,78,60-70,KSU_2,Post-Flowering,ASWB/Feed-forward,ASWB,Feed-forward,component,8,526592,66,1.3134433031082153,1.1232385635375977,1.1232385635375977,0.611875,0.03176930919289589,0.03366301953792572,1.0596082210540771,0.9926636219024658,0.13820531964302063,0.027143321931362152,0.9923694729804993,0.007513395976275206,0.22319435628198472,8,8
1271,1272,78,60-70,KSU_2,Post-Flowering,ASWB/Parameter generator,ASWB,Parameter generator,component,4,8290,66,1.3134433031082153,1.1232385635375977,1.1232385635375977,0.611875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8
1271,1272,78,60-70,KSU_2,Post-Flowering,ASWB/Self-modulation,ASWB,Self-modulation,component,2,512,66,1.3134433031082153,1.1232385635375977,1.1232385635375977,0.611875,0.060475610196590424,0.06611009687185287,1.0931695699691772,0.9915222525596619,0.16497169435024261,0.05164560675621033,0.9912192225456238,0.016406791284680367,0.24817375954664112,2,8
1271,1272,78,60-70,KSU_2,Post-Flowering,ASWB/Wave propagation,ASWB,Wave propagation,component,10,266240,66,1.3134433031082153,1.1232385635375977,1.1232385635375977,0.611875,0.09020150452852249,0.0958065465092659,1.0621391534805298,0.9906995892524719,0.15368139743804932,0.07707982510328293,0.9904060959815979,0.02218978852033615,0.23161035783906556,8,8
