batch,candidate_rank,density_group,domain,growth_stage,image_id,target_index,uncertainty,reliability,iou,localization_error,occlusion_ratio,selection_rank
1322,50,80-100,UQ_7,Ripening,1323,53,0.3672792315483093,0.8574497699737549,0.5155817270278931,0.48441827297210693,0.16005204617977142,33
1322,50,80-100,UQ_7,Ripening,1323,54,0.38632190227508545,0.8500587940216064,0.6951347589492798,0.3048652410507202,0.04285714402794838,33
1322,50,80-100,UQ_7,Ripening,1323,55,0.35788774490356445,0.8610948324203491,0.8861535787582397,0.11384642124176025,0.3099934160709381,33
1322,50,80-100,UQ_7,Ripening,1323,56,0.3872210383415222,0.8497098684310913,0.7615771889686584,0.23842281103134155,0.5975081324577332,33
1322,50,80-100,UQ_7,Ripening,1323,57,0.4526435434818268,0.8243177533149719,0.5886002779006958,0.4113997220993042,0.0,33
1322,50,80-100,UQ_7,Ripening,1323,58,0.35682952404022217,0.8615055084228516,0.6543174982070923,0.3456825017929077,0.3177759647369385,33
1322,50,80-100,UQ_7,Ripening,1323,59,0.6229152083396912,0.7582310438156128,0.6632019281387329,0.3367980718612671,0.15986116230487823,33
1322,50,80-100,UQ_7,Ripening,1323,60,0.3581264019012451,0.8610022068023682,0.7213823199272156,0.2786176800727844,0.04544005170464516,33
1322,50,80-100,UQ_7,Ripening,1323,61,0.3539729416370392,0.8626142740249634,0.7218068838119507,0.2781931161880493,0.13049450516700745,33
1322,50,80-100,UQ_7,Ripening,1323,62,0.2941325306892395,0.8858398199081421,0.8463277220726013,0.15367227792739868,0.0,33
1322,50,80-100,UQ_7,Ripening,1323,63,0.3643364906311035,0.8585919141769409,0.7463979721069336,0.2536020278930664,0.0,33
1322,50,80-100,UQ_7,Ripening,1323,64,0.3854178190231323,0.8504096865653992,0.8539188504219055,0.14608114957809448,0.2827380895614624,33
1322,50,80-100,UQ_7,Ripening,1323,65,0.31613197922706604,0.8773012757301331,0.5562828779220581,0.4437171220779419,0.2494071125984192,33
1322,50,80-100,UQ_7,Ripening,1323,66,0.5097428560256958,0.8021560311317444,0.3963024914264679,0.6036975085735321,0.6160524487495422,33
1322,50,80-100,UQ_7,Ripening,1323,67,0.3554145097732544,0.862054705619812,0.7922846674919128,0.20771533250808716,0.18421052396297455,33
1322,50,80-100,UQ_7,Ripening,1323,68,0.32058238983154297,0.875573992729187,0.8063865900039673,0.19361340999603271,0.10625693947076797,33
1322,50,80-100,UQ_7,Ripening,1323,69,0.388925701379776,0.8490482568740845,0.5877945423126221,0.41220545768737793,0.0,33
