variant,modules,epoch,seed,AP,AP75
ASWB+UGDR,ASWB+UGDR,60,42,31.58806423786001,27.649641678514293
ASWB+UGDR,ASWB+UGDR,61,42,31.646487408537656,27.712270563714508
ASWB+UGDR,ASWB+UGDR,62,42,31.706647369107994,27.68170198686783
ASWB+UGDR,ASWB+UGDR,63,42,31.8076527907984,27.70552994698598
ASWB+UGDR,ASWB+UGDR,64,42,31.807877101603825,27.662914062088994
ASWB+UGDR,ASWB+UGDR,65,42,31.80664183278147,27.647522929782266
ASWB+UGDR,ASWB+UGDR,66,42,31.82266382151479,27.583850518514396
ASWB+UGDR,ASWB+UGDR,67,42,31.817222028520607,27.513788791712756
ASWB+UGDR,ASWB+UGDR,68,42,31.780294876209105,27.402904506799175
ASWB+UGDR,ASWB+UGDR,69,42,31.754402624922918,27.30361328380006
ASWB+UGDR,ASWB+UGDR,70,42,31.68999854849512,26.99743931860168
ASWB+UGDR,ASWB+UGDR,71,42,31.664920937038733,26.91876504021043
MSIA+UGDR,MSIA+UGDR,0,42,1.2183614253307753,0.3611718274245316
MSIA+UGDR,MSIA+UGDR,1,42,6.743647476942158,4.559370438650399
MSIA+UGDR,MSIA+UGDR,2,42,11.504422728359879,9.177474022883422
MSIA+UGDR,MSIA+UGDR,3,42,14.111677519887051,11.459194118794942
MSIA+UGDR,MSIA+UGDR,4,42,14.395663888818824,11.524306760107892
MSIA+UGDR,MSIA+UGDR,5,42,17.819837542612742,14.44034773363192
MSIA+UGDR,MSIA+UGDR,6,42,17.572733356772304,13.950640191916836
MSIA+UGDR,MSIA+UGDR,7,42,20.925479563521098,17.454590837398555
MSIA+UGDR,MSIA+UGDR,8,42,21.35990821108191,17.55203382417531
MSIA+UGDR,MSIA+UGDR,9,42,21.92951126260814,18.32648673557746
MSIA+UGDR,MSIA+UGDR,10,42,22.700572544535337,19.210950538537737
MSIA+UGDR,MSIA+UGDR,11,42,22.307301343391124,18.646058801976245
MSIA+UGDR,MSIA+UGDR,12,42,23.36779368363358,19.6856428428704
MSIA+UGDR,MSIA+UGDR,13,42,23.893036133891105,20.156379858726286
MSIA+UGDR,MSIA+UGDR,14,42,24.199592072910907,20.3056119185057
MSIA+UGDR,MSIA+UGDR,15,42,23.970363699878565,20.02795596209837
MSIA+UGDR,MSIA+UGDR,16,42,24.196093750742463,20.099709797091222
MSIA+UGDR,MSIA+UGDR,17,42,24.410288880764654,20.232393981407622
MSIA+UGDR,MSIA+UGDR,18,42,24.59774140946663,20.485415125710823
MSIA+UGDR,MSIA+UGDR,19,42,24.575352149641287,20.550653076379437
MSIA+UGDR,MSIA+UGDR,20,42,24.685113314201914,20.600412207488905
MSIA+UGDR,MSIA+UGDR,21,42,24.77862856257505,20.66247780378738
MSIA+UGDR,MSIA+UGDR,22,42,24.830732219542632,20.709356939437352
MSIA+UGDR,MSIA+UGDR,23,42,24.864011371471847,20.765370652657307
MSIA+UGDR,MSIA+UGDR,24,42,24.962422123972424,20.80733576975215
MSIA+UGDR,MSIA+UGDR,25,42,25.006947353073745,20.783160099260765
MSIA+UGDR,MSIA+UGDR,26,42,25.010473266379073,20.757186949838292
MSIA+UGDR,MSIA+UGDR,27,42,25.169645142384205,20.781387470595767
MSIA+UGDR,MSIA+UGDR,28,42,25.239151560418456,20.751255462816882
MSIA+UGDR,MSIA+UGDR,29,42,25.2777078158351,20.786106521794476
MSIA+UGDR,MSIA+UGDR,30,42,25.324055002116303,20.77500008591031
MSIA+UGDR,MSIA+UGDR,31,42,25.3349526624546,20.757185604944873
MSIA+UGDR,MSIA+UGDR,32,42,25.330652964933154,20.760411011353607
MSIA+UGDR,MSIA+UGDR,33,42,25.36336200570536,20.768619758048906
MSIA+UGDR,MSIA+UGDR,34,42,25.357675332086295,20.813926094123183
MSIA+UGDR,MSIA+UGDR,35,42,25.54512802181959,20.836662680082295
MSIA+UGDR,MSIA+UGDR,36,42,25.636796135280388,20.878699510395755
MSIA+UGDR,MSIA+UGDR,37,42,25.667835763990947,20.833460011168714
MSIA+UGDR,MSIA+UGDR,38,42,25.651837512363617,20.86638414649722
MSIA+UGDR,MSIA+UGDR,39,42,25.787695461633746,21.006119430708655
MSIA+UGDR,MSIA+UGDR,40,42,25.853897852906453,21.00675971301704
MSIA+UGDR,MSIA+UGDR,41,42,25.77512719269952,21.011018031004124
MSIA+UGDR,MSIA+UGDR,42,42,25.8446831133253,21.0171631379659
MSIA+UGDR,MSIA+UGDR,43,42,25.97374283400395,21.087429992127372
MSIA+UGDR,MSIA+UGDR,44,42,26.093066928235555,21.18514645148548
MSIA+UGDR,MSIA+UGDR,45,42,26.17293903030656,21.248553292397034
MSIA+UGDR,MSIA+UGDR,46,42,26.303535524628906,21.296272905372067
MSIA+UGDR,MSIA+UGDR,47,42,26.426955296961346,21.3491722527919
MSIA+UGDR,MSIA+UGDR,48,42,26.563770939547044,21.374389512010325
MSIA+UGDR,MSIA+UGDR,49,42,26.72939624365176,21.658354747781434
MSIA+UGDR,MSIA+UGDR,50,42,26.85921392352906,21.751899541120277
MSIA+UGDR,MSIA+UGDR,51,42,26.937121210677372,21.788843390573884
MSIA+UGDR,MSIA+UGDR,52,42,27.05938934739134,21.847025027842538
MSIA+UGDR,MSIA+UGDR,53,42,27.122431961548905,21.916073216390046
MSIA+UGDR,MSIA+UGDR,54,42,27.272309974886603,22.055921652324926
MSIA+UGDR,MSIA+UGDR,55,42,27.361863938302015,22.096140972642672
MSIA+UGDR,MSIA+UGDR,56,42,27.455915918750545,22.09298223054443
MSIA+UGDR,MSIA+UGDR,57,42,27.54886707698889,22.154489478691076
MSIA+UGDR,MSIA+UGDR,58,42,27.64143756405037,22.229022040315893
MSIA+UGDR,MSIA+UGDR,59,42,27.746581796921856,22.253176631664704
MSIA+UGDR,MSIA+UGDR,60,42,27.828113505295477,22.5480406040923
MSIA+UGDR,MSIA+UGDR,61,42,27.906329615153645,22.582387568079774
MSIA+UGDR,MSIA+UGDR,62,42,28.011943063592515,22.631717289231375
MSIA+UGDR,MSIA+UGDR,63,42,28.159800487047193,22.697059703821353
MSIA+UGDR,MSIA+UGDR,64,42,28.2838416836158,22.768538780371447
MSIA+UGDR,MSIA+UGDR,65,42,28.323733923301504,22.83735618942347
MSIA+UGDR,MSIA+UGDR,66,42,28.383045433536005,22.795104336158527
MSIA+UGDR,MSIA+UGDR,67,42,28.400465837119782,22.75398445963627
MSIA+UGDR,MSIA+UGDR,68,42,28.42569128775826,22.76922129012037
MSIA+UGDR,MSIA+UGDR,69,42,28.403642420468955,22.68393357138403
MSIA+UGDR,MSIA+UGDR,70,42,28.34658695643086,22.578154007576813
MSIA+UGDR,MSIA+UGDR,71,42,28.369816057052883,22.475279561260812
Ours,ASWB+MSIA+UGDR,0,42,1.5865371724136517,0.7474817233155691
Ours,ASWB+MSIA+UGDR,1,42,6.61651977850999,4.62104477647415
Ours,ASWB+MSIA+UGDR,2,42,12.654582495768562,9.874235172459317
Ours,ASWB+MSIA+UGDR,3,42,13.304571171632896,10.807766272215202
Ours,ASWB+MSIA+UGDR,4,42,15.569502871395729,12.412219659750397
Ours,ASWB+MSIA+UGDR,5,42,17.631245054278775,14.053616165178557
Ours,ASWB+MSIA+UGDR,6,42,20.308228874237415,17.182174299953793
Ours,ASWB+MSIA+UGDR,7,42,20.244783117203433,16.565188257887296
Ours,ASWB+MSIA+UGDR,8,42,21.083754633650436,17.63927166131446
Ours,ASWB+MSIA+UGDR,9,42,21.66997054120176,17.86681755268158
Ours,ASWB+MSIA+UGDR,10,42,22.37916578237401,18.505537661556918
Ours,ASWB+MSIA+UGDR,11,42,23.11554472998767,19.353122180057596
Ours,ASWB+MSIA+UGDR,12,42,23.620909807012357,19.82462947156239
Ours,ASWB+MSIA+UGDR,13,42,24.188974688261435,20.377103651553778
Ours,ASWB+MSIA+UGDR,14,42,24.18094527773995,20.31944923538814
Ours,ASWB+MSIA+UGDR,15,42,24.54994644951834,20.714000759636885
Ours,ASWB+MSIA+UGDR,16,42,24.577561039541706,20.781710950936585
Ours,ASWB+MSIA+UGDR,17,42,24.737196537108893,20.577048521980025
Ours,ASWB+MSIA+UGDR,18,42,24.833629054167822,20.892201614236587
Ours,ASWB+MSIA+UGDR,19,42,25.00289446142431,20.956723267863897
Ours,ASWB+MSIA+UGDR,20,42,25.063704754997733,20.958265968422438
Ours,ASWB+MSIA+UGDR,21,42,25.1393070159817,20.998725365796183
Ours,ASWB+MSIA+UGDR,22,42,25.2570502168882,21.118598618923563
Ours,ASWB+MSIA+UGDR,23,42,25.41657627830049,21.23421994871722
Ours,ASWB+MSIA+UGDR,24,42,25.49737435459656,21.26684470916023
Ours,ASWB+MSIA+UGDR,25,42,25.606921409774408,21.354458030430308
Ours,ASWB+MSIA+UGDR,26,42,25.709487006066116,21.420968469198474
Ours,ASWB+MSIA+UGDR,27,42,25.77702655424781,21.64483646632336
Ours,ASWB+MSIA+UGDR,28,42,25.776310382404354,21.664151184210617
Ours,ASWB+MSIA+UGDR,29,42,25.882408747558337,21.710683452736486
Ours,ASWB+MSIA+UGDR,30,42,26.05389172086557,21.70930890546868
Ours,ASWB+MSIA+UGDR,31,42,26.006819960193873,21.695612067883054
Ours,ASWB+MSIA+UGDR,32,42,26.169400259753928,21.757774657745852
Ours,ASWB+MSIA+UGDR,33,42,26.195384286482724,21.806258469954855
Ours,ASWB+MSIA+UGDR,34,42,26.354143746962272,21.931238182002016
Ours,ASWB+MSIA+UGDR,35,42,26.556322042489672,22.116178872433302
Ours,ASWB+MSIA+UGDR,36,42,26.808599042783914,22.463386840817275
Ours,ASWB+MSIA+UGDR,37,42,27.11038018845988,22.67871213942251
Ours,ASWB+MSIA+UGDR,38,42,27.316777785125396,22.935727387268606
Ours,ASWB+MSIA+UGDR,39,42,27.6026094869726,23.460112792280135
Ours,ASWB+MSIA+UGDR,40,42,27.877900864503452,23.658141151028605
Ours,ASWB+MSIA+UGDR,41,42,28.149827179840003,24.137230024601607
Ours,ASWB+MSIA+UGDR,42,42,28.40207366166037,24.395661494175194
Ours,ASWB+MSIA+UGDR,43,42,28.695972541956326,24.569288925325832
Ours,ASWB+MSIA+UGDR,44,42,29.00546335755222,25.035067671987793
Ours,ASWB+MSIA+UGDR,45,42,29.24557928264698,25.329173247930044
Ours,ASWB+MSIA+UGDR,46,42,29.467366868754702,25.532669039955575
Ours,ASWB+MSIA+UGDR,47,42,29.72234807649581,25.76483550579653
Ours,ASWB+MSIA+UGDR,48,42,29.92646784509585,26.135137143043973
Ours,ASWB+MSIA+UGDR,49,42,30.19696719939351,26.370765016574495
Ours,ASWB+MSIA+UGDR,50,42,30.39412944051944,26.54155378852111
Ours,ASWB+MSIA+UGDR,51,42,30.531316478436064,26.70748875811089
Ours,ASWB+MSIA+UGDR,52,42,30.657037008681463,26.82439604154511
Ours,ASWB+MSIA+UGDR,53,42,30.898018037693614,27.007301975082587
Ours,ASWB+MSIA+UGDR,54,42,31.03150143382588,27.351725921787384
Ours,ASWB+MSIA+UGDR,55,42,31.22061289837383,27.508054050672925
Ours,ASWB+MSIA+UGDR,56,42,31.337595151021013,27.655804870393254
Ours,ASWB+MSIA+UGDR,57,42,31.480791237410287,27.76531027883581
Ours,ASWB+MSIA+UGDR,58,42,31.61304773644289,27.814426641320573
Ours,ASWB+MSIA+UGDR,59,42,31.73339454783644,27.903038804942703
Ours,ASWB+MSIA+UGDR,60,42,31.822937692683155,27.99695836077011
Ours,ASWB+MSIA+UGDR,61,42,31.893105758124324,28.04473983142862
Ours,ASWB+MSIA+UGDR,62,42,31.959758205106613,28.056025522663298
Ours,ASWB+MSIA+UGDR,63,42,31.98281357716003,28.06736597704869
Ours,ASWB+MSIA+UGDR,64,42,32.10060677611485,28.093898052887408
Ours,ASWB+MSIA+UGDR,65,42,32.12449118888894,28.086728945539136
Ours,ASWB+MSIA+UGDR,66,42,32.18433881642076,28.056532939827488
Ours,ASWB+MSIA+UGDR,67,42,32.195091229579866,27.99751313091452
Ours,ASWB+MSIA+UGDR,68,42,32.20356385205059,27.961124370772904
Ours,ASWB+MSIA+UGDR,69,42,32.233695916743805,27.859658943873388
Ours,ASWB+MSIA+UGDR,70,42,32.24706888923504,27.833582780171152
Ours,ASWB+MSIA+UGDR,71,42,32.223441229823635,27.75745555837498
