variant,modules,epoch,seed,AP,AP75
ASWB,ASWB,33,42,21.03555065915841,14.20741216704615
ASWB,ASWB,34,42,21.252483816174706,14.33022244991286
ASWB,ASWB,35,42,21.52252197071565,14.652674535495217
ASWB,ASWB,36,42,21.797560005276793,14.93224539827608
ASWB,ASWB,37,42,22.052775757007907,15.186859190413957
ASWB,ASWB,38,42,22.346408673499482,15.54937559187756
ASWB,ASWB,39,42,22.674860664452837,15.798653612684577
ASWB,ASWB,40,42,22.984357687224588,16.234464293036453
ASWB,ASWB,41,42,23.302251410095888,16.56885246673596
ASWB,ASWB,42,42,23.6107498432111,16.905311582836113
ASWB,ASWB,43,42,23.92054404937142,17.365966820180127
ASWB,ASWB,44,42,24.262630146911178,17.676932881496995
ASWB,ASWB,45,42,24.52965500365823,18.06334082839282
ASWB,ASWB,46,42,24.791997257849026,18.379342372427537
ASWB,ASWB,47,42,25.068420064046094,18.621922041929114
ASWB,ASWB,48,42,25.292006551572527,19.00085084083682
ASWB,ASWB,49,42,25.463705130499637,19.17696933356123
ASWB,ASWB,50,42,25.452869714488134,19.20584881714784
ASWB,ASWB,51,42,25.613483738319374,19.31456478093672
ASWB,ASWB,52,42,25.76784350191806,19.39703596412684
ASWB,ASWB,53,42,25.87965181076701,19.62575981021341
ASWB,ASWB,54,42,26.07401266647849,19.834353511075992
ASWB,ASWB,55,42,26.032193681366465,19.815889522239864
ASWB,ASWB,56,42,26.12503212024016,19.883880717197126
ASWB,ASWB,57,42,26.20540214164474,19.931119205996815
ASWB,ASWB,58,42,26.216691755868794,19.869341101403112
ASWB,ASWB,59,42,26.32610467969534,19.869711609622417
ASWB,ASWB,60,42,26.36180065171733,19.83116589349465
ASWB,ASWB,61,42,26.38052681161536,19.79927562642775
ASWB,ASWB,62,42,26.34633691057514,19.719795529598546
ASWB,ASWB,63,42,26.314871234155046,19.66814577462328
ASWB,ASWB,64,42,26.312335309452795,19.622432727964952
ASWB,ASWB,65,42,26.263875125297957,19.50832219766604
ASWB,ASWB,66,42,26.21928951532025,19.42966844302737
ASWB,ASWB,67,42,26.165160270643934,19.1301950125595
ASWB,ASWB,68,42,26.1042656041153,18.999250255701178
ASWB,ASWB,69,42,26.026168680159707,18.85478873020694
ASWB,ASWB,70,42,25.887018533847744,18.67097001738544
ASWB,ASWB,71,42,25.797547958272894,18.533628120045908
MSIA,MSIA,0,42,1.3834256671640852,1.0694216351857548
MSIA,MSIA,1,42,4.082467309036546,1.8992862249403508
MSIA,MSIA,2,42,10.172367215097614,7.187206760268106
MSIA,MSIA,3,42,11.358580208821762,8.443511632094367
MSIA,MSIA,4,42,10.730878114413818,6.769808383465905
MSIA,MSIA,5,42,14.840924112727407,10.475974978278087
MSIA,MSIA,6,42,12.942955576741822,8.293098428596373
MSIA,MSIA,7,42,17.248376145894557,12.172349236053268
MSIA,MSIA,8,42,18.079352201668144,12.576241497083487
MSIA,MSIA,9,42,18.247493986984963,13.052580526266658
MSIA,MSIA,10,42,18.70769348258818,13.46960540030607
MSIA,MSIA,11,42,18.506350733853168,12.869473578220846
MSIA,MSIA,12,42,19.45264371618159,13.593952980390513
MSIA,MSIA,13,42,19.814210839535033,14.088818916144174
MSIA,MSIA,14,42,19.622461779172,13.692609337030879
MSIA,MSIA,15,42,19.602000246741394,13.483464405396022
MSIA,MSIA,16,42,19.760496374806717,13.4297721912568
MSIA,MSIA,17,42,19.992499766330116,13.714708738277379
MSIA,MSIA,18,42,20.07266631578268,13.844228596304959
MSIA,MSIA,19,42,20.101310635661363,13.830900358811467
MSIA,MSIA,20,42,20.144633615509285,13.789257371759387
MSIA,MSIA,21,42,20.180347095874556,13.762203911340256
MSIA,MSIA,22,42,20.162973630368796,13.698083176064294
MSIA,MSIA,23,42,20.214179166782344,13.746330775913815
MSIA,MSIA,24,42,20.312850903749478,13.834235808494732
MSIA,MSIA,25,42,20.27906911199462,13.655468278692828
MSIA,MSIA,26,42,20.325484118352048,13.650294343141073
MSIA,MSIA,27,42,20.332343799158153,13.64838978482046
MSIA,MSIA,28,42,20.40696547190544,13.660868412851732
MSIA,MSIA,29,42,20.47642753705143,13.702442336986994
MSIA,MSIA,30,42,20.486688752919527,13.681592281297894
MSIA,MSIA,31,42,20.47810976534991,13.589043936111059
MSIA,MSIA,32,42,20.52623465780335,13.70919475092019
MSIA,MSIA,33,42,20.528522303634418,13.705642091513612
MSIA,MSIA,34,42,20.60057199465494,13.685581692796298
MSIA,MSIA,35,42,20.682221676107428,13.73259573544447
MSIA,MSIA,36,42,20.796474621746157,13.751619644023066
MSIA,MSIA,37,42,20.933207372184288,13.756148783574334
MSIA,MSIA,38,42,21.099183166505007,13.872771967861288
MSIA,MSIA,39,42,21.28107508641787,13.978908144028907
MSIA,MSIA,40,42,21.4797887911041,14.300305440219066
MSIA,MSIA,41,42,21.633786379554703,14.395806268665995
MSIA,MSIA,42,42,21.790756210403796,14.536652015438262
MSIA,MSIA,43,42,21.98568132067332,14.65235102566492
MSIA,MSIA,44,42,22.185332760890837,14.785712155199507
MSIA,MSIA,45,42,22.390919735584216,15.126350697782614
MSIA,MSIA,46,42,22.569929840282484,15.318320270848517
MSIA,MSIA,47,42,22.771614868400977,15.445803571158368
MSIA,MSIA,48,42,23.011765949066916,15.807208588743343
MSIA,MSIA,49,42,23.1244039830247,15.94449681806033
MSIA,MSIA,50,42,23.32884139497389,16.042997320642243
MSIA,MSIA,51,42,23.456996625021613,16.125741678874043
MSIA,MSIA,52,42,23.620632556231676,16.23573683021607
MSIA,MSIA,53,42,23.75488745823549,16.390156969347913
MSIA,MSIA,54,42,23.981185753330603,16.72022005033375
MSIA,MSIA,55,42,24.10825914681643,16.845550198214074
MSIA,MSIA,56,42,24.3241259085402,17.01822515608394
MSIA,MSIA,57,42,24.430871982976143,17.08530547748171
MSIA,MSIA,58,42,24.56485932804743,17.189705758105838
MSIA,MSIA,59,42,24.703284612304323,17.316360255610384
MSIA,MSIA,60,42,24.855512142212426,17.507129668129725
MSIA,MSIA,61,42,24.915068111998476,17.546019414284487
MSIA,MSIA,62,42,25.12267054050718,17.668979443988768
MSIA,MSIA,63,42,25.219977557122856,17.764749759558182
MSIA,MSIA,64,42,25.273027572854613,17.77123644497289
MSIA,MSIA,65,42,25.329938485951743,17.76152660172973
MSIA,MSIA,66,42,25.329841159975818,17.713269765506936
MSIA,MSIA,67,42,25.39411474975608,17.712709797681764
MSIA,MSIA,68,42,25.407243519990498,17.673179326052395
MSIA,MSIA,69,42,25.45866983079707,17.74213442223011
MSIA,MSIA,70,42,25.45929291044854,17.706296891504632
MSIA,MSIA,71,42,25.525151025994923,17.600726936735335
UGDR,UGDR,0,42,2.3842383204434094,0.6579621242247021
UGDR,UGDR,1,42,8.720973873756545,6.782169720389278
UGDR,UGDR,2,42,11.043821846843116,9.06580992343482
UGDR,UGDR,3,42,12.461372794940981,9.7074051627222
UGDR,UGDR,4,42,16.563551246247073,13.259120604699593
UGDR,UGDR,5,42,16.42113115068179,13.37391323713534
UGDR,UGDR,6,42,18.032719933526934,14.385841773140415
UGDR,UGDR,7,42,19.345617873806688,16.202092148404333
UGDR,UGDR,8,42,20.35148065367513,16.87536773815204
UGDR,UGDR,9,42,21.669295356968465,18.128823417732757
UGDR,UGDR,10,42,21.783295456063996,18.14408074760081
UGDR,UGDR,11,42,22.616785272661417,18.943535541100967
UGDR,UGDR,12,42,23.33286120100454,19.89010318296554
UGDR,UGDR,13,42,23.41734756774836,19.959447861506916
UGDR,UGDR,14,42,23.811982991753194,20.229902886983364
UGDR,UGDR,15,42,23.987118639062754,20.186052128072937
UGDR,UGDR,16,42,24.289362282327602,20.418843209414565
UGDR,UGDR,17,42,24.446080118386405,20.73114826167119
UGDR,UGDR,18,42,24.578479642186572,20.876959154973555
UGDR,UGDR,19,42,24.5592974320108,20.8114411504428
UGDR,UGDR,20,42,24.585939304222748,20.78456507040078
UGDR,UGDR,21,42,24.608359813886675,20.76628281527121
UGDR,UGDR,22,42,24.654845050664502,20.763375651330954
UGDR,UGDR,23,42,24.706362162671503,20.782066401517437
UGDR,UGDR,24,42,24.785239808845,20.815777547612633
UGDR,UGDR,25,42,24.86789161455173,20.87764727057207
UGDR,UGDR,26,42,24.821513274323202,20.8685180659492
UGDR,UGDR,27,42,24.906869692860877,20.83691976736662
UGDR,UGDR,28,42,24.912786626061024,20.837480263487787
UGDR,UGDR,29,42,24.900156883240797,20.844786795782376
UGDR,UGDR,30,42,24.9022000388735,20.83626282145733
UGDR,UGDR,31,42,24.928033787331998,20.836085816417626
UGDR,UGDR,32,42,25.100835561527052,20.96330127384489
UGDR,UGDR,33,42,25.211791774931324,21.043771981266033
UGDR,UGDR,34,42,25.316374819952024,21.060659199532598
UGDR,UGDR,35,42,25.365022907847862,21.10958047634988
UGDR,UGDR,36,42,25.465432641127215,21.31568743631098
UGDR,UGDR,37,42,25.61920416258933,21.45087122140023
UGDR,UGDR,38,42,25.797910592395972,21.49245810045341
UGDR,UGDR,39,42,25.940400932352265,21.590447020431675
UGDR,UGDR,40,42,26.0355988016384,21.632093435292326
UGDR,UGDR,41,42,26.123781002338507,21.625847848408668
UGDR,UGDR,42,42,26.14608947502999,21.61177965750954
UGDR,UGDR,43,42,26.172058908346024,21.537116512115805
UGDR,UGDR,44,42,26.193437571778723,21.521705562408346
UGDR,UGDR,45,42,26.277581871878763,21.541988104654163
UGDR,UGDR,46,42,26.327587970001275,21.465511115585944
UGDR,UGDR,47,42,26.364131805966473,21.434252171863736
UGDR,UGDR,48,42,26.513942349540816,21.473433724641726
UGDR,UGDR,49,42,26.544603466464554,21.464307530742083
UGDR,UGDR,50,42,26.603494925631786,21.422898022299147
UGDR,UGDR,51,42,26.67599566391728,21.349563306737558
UGDR,UGDR,52,42,26.729823354316263,21.289587697222466
UGDR,UGDR,53,42,26.763490581016264,21.24113672396298
UGDR,UGDR,54,42,26.77884127145062,21.19469957144862
UGDR,UGDR,55,42,26.808652459896777,21.20202360781992
UGDR,UGDR,56,42,26.870135872411087,21.221418655811988
UGDR,UGDR,57,42,26.93498555409899,21.202797483224074
UGDR,UGDR,58,42,26.9759020859683,21.202464404035734
UGDR,UGDR,59,42,26.95516108653243,21.11437701348696
UGDR,UGDR,60,42,26.97338197421746,21.053932762419063
UGDR,UGDR,61,42,26.980826020752076,21.060097933991305
UGDR,UGDR,62,42,27.067082012005926,21.065563937739714
UGDR,UGDR,63,42,27.030344730996713,20.985533401144803
UGDR,UGDR,64,42,27.025276424286425,20.95926006842255
UGDR,UGDR,65,42,27.01291656423588,20.876382222433286
UGDR,UGDR,66,42,27.00431427878751,20.858399365372048
UGDR,UGDR,67,42,26.91088746939605,20.560126032913022
UGDR,UGDR,68,42,26.86651333340246,20.431973459852586
UGDR,UGDR,69,42,26.848796809410576,20.417933490496715
UGDR,UGDR,70,42,26.874199358446095,20.366096005195097
UGDR,UGDR,71,42,26.985236189673294,20.29262496773668
ASWB+MSIA,ASWB+MSIA,0,42,1.069596628691981,0.34326051575122446
ASWB+MSIA,ASWB+MSIA,1,42,4.481435806413712,2.587380276863798
ASWB+MSIA,ASWB+MSIA,2,42,11.889553903830024,8.958302905796948
ASWB+MSIA,ASWB+MSIA,3,42,11.371704364078715,8.247276578165236
ASWB+MSIA,ASWB+MSIA,4,42,13.441451549587452,9.525481241664266
ASWB+MSIA,ASWB+MSIA,5,42,13.83735721251658,9.356261715636577
ASWB+MSIA,ASWB+MSIA,6,42,16.596264139294764,11.9997821325194
ASWB+MSIA,ASWB+MSIA,7,42,15.368362354327436,10.443414772914736
ASWB+MSIA,ASWB+MSIA,8,42,17.069536129611553,12.07573936797143
ASWB+MSIA,ASWB+MSIA,9,42,17.380471540977737,11.46619888112614
ASWB+MSIA,ASWB+MSIA,10,42,18.04336417582078,12.091282166370174
ASWB+MSIA,ASWB+MSIA,11,42,18.401515801499848,12.658709889164744
ASWB+MSIA,ASWB+MSIA,12,42,18.85856209421677,12.914718431381997
ASWB+MSIA,ASWB+MSIA,13,42,19.241511404827133,13.227257562792493
ASWB+MSIA,ASWB+MSIA,14,42,19.434628312134787,13.266539054909723
ASWB+MSIA,ASWB+MSIA,15,42,19.622860002010082,13.2871876337548
ASWB+MSIA,ASWB+MSIA,16,42,19.92812688165582,13.67998062802203
ASWB+MSIA,ASWB+MSIA,17,42,20.023068254743222,13.613494046878147
ASWB+MSIA,ASWB+MSIA,18,42,20.217237447601686,13.771609095360551
ASWB+MSIA,ASWB+MSIA,19,42,20.22081346508825,13.691953222260636
ASWB+MSIA,ASWB+MSIA,20,42,20.348903181237745,13.825493631698402
ASWB+MSIA,ASWB+MSIA,21,42,20.435965422358766,13.858885917165392
ASWB+MSIA,ASWB+MSIA,22,42,20.604743982052742,13.933820948081271
ASWB+MSIA,ASWB+MSIA,23,42,20.678848334902195,14.01690625755935
ASWB+MSIA,ASWB+MSIA,24,42,20.765274934826184,14.028618867923287
ASWB+MSIA,ASWB+MSIA,25,42,20.860102672438526,14.081959567051195
ASWB+MSIA,ASWB+MSIA,26,42,20.951749985053773,14.094094191232347
ASWB+MSIA,ASWB+MSIA,27,42,20.98315216738457,14.105566479500778
ASWB+MSIA,ASWB+MSIA,28,42,21.113968035284405,14.184463389055097
ASWB+MSIA,ASWB+MSIA,29,42,21.234506089330573,14.400744830039546
ASWB+MSIA,ASWB+MSIA,30,42,21.259926351140557,14.404302839875225
ASWB+MSIA,ASWB+MSIA,31,42,21.289008987725573,14.42699933806207
ASWB+MSIA,ASWB+MSIA,32,42,21.391390334609994,14.478995733257127
ASWB+MSIA,ASWB+MSIA,33,42,21.539830085840457,14.560963766871634
ASWB+MSIA,ASWB+MSIA,34,42,21.73193095532156,14.714470263635555
ASWB+MSIA,ASWB+MSIA,35,42,22.06948074059491,15.107064170908249
ASWB+MSIA,ASWB+MSIA,36,42,22.459596848908458,15.367622846630102
ASWB+MSIA,ASWB+MSIA,37,42,22.8665520091994,15.655063047836634
ASWB+MSIA,ASWB+MSIA,38,42,23.28407332819736,16.173400141094422
ASWB+MSIA,ASWB+MSIA,39,42,23.6665231658954,16.609101313236472
ASWB+MSIA,ASWB+MSIA,40,42,24.05987976068162,17.096745185841037
ASWB+MSIA,ASWB+MSIA,41,42,24.41017021024488,17.454235445276765
ASWB+MSIA,ASWB+MSIA,42,42,24.89166243009216,18.084122721376623
ASWB+MSIA,ASWB+MSIA,43,42,25.243450268279478,18.501630558755423
ASWB+MSIA,ASWB+MSIA,44,42,25.617304408107998,19.061798939056164
ASWB+MSIA,ASWB+MSIA,45,42,26.006332812752397,19.628372471768614
ASWB+MSIA,ASWB+MSIA,46,42,26.37126060314432,20.012012278390586
ASWB+MSIA,ASWB+MSIA,47,42,26.667952314458372,20.32092955083074
ASWB+MSIA,ASWB+MSIA,48,42,27.006701811133155,20.851575329196187
ASWB+MSIA,ASWB+MSIA,49,42,27.36702500469849,21.21799065012376
ASWB+MSIA,ASWB+MSIA,50,42,27.693508133929345,21.854764295109515
ASWB+MSIA,ASWB+MSIA,51,42,27.99499218301358,22.16926186081259
ASWB+MSIA,ASWB+MSIA,52,42,28.26629238190393,22.42445089503448
ASWB+MSIA,ASWB+MSIA,53,42,28.523850493402154,22.9178562516071
ASWB+MSIA,ASWB+MSIA,54,42,28.731384837422763,23.174357387258308
ASWB+MSIA,ASWB+MSIA,55,42,28.964230966857542,23.385056562896505
ASWB+MSIA,ASWB+MSIA,56,42,29.147432339819773,23.586322534746515
ASWB+MSIA,ASWB+MSIA,57,42,29.315451382020107,23.902774333886164
ASWB+MSIA,ASWB+MSIA,58,42,29.409967103771763,23.985832845988014
ASWB+MSIA,ASWB+MSIA,59,42,29.49476684160601,24.018282227358117
ASWB+MSIA,ASWB+MSIA,60,42,29.565779361086577,24.082040564936385
ASWB+MSIA,ASWB+MSIA,61,42,29.553242782058902,24.149478653459145
ASWB+MSIA,ASWB+MSIA,62,42,29.590299937438168,24.14744546854632
ASWB+MSIA,ASWB+MSIA,63,42,29.59522915476419,24.085287410023533
ASWB+MSIA,ASWB+MSIA,64,42,29.55695345773655,23.974201363455137
ASWB+MSIA,ASWB+MSIA,65,42,29.413468954238827,23.66526484050947
ASWB+MSIA,ASWB+MSIA,66,42,29.37586159287024,23.623952471354322
ASWB+MSIA,ASWB+MSIA,67,42,29.2997031041618,23.463025397165733
ASWB+MSIA,ASWB+MSIA,68,42,29.20576389107105,23.323239938830117
ASWB+MSIA,ASWB+MSIA,69,42,29.114300351415746,23.096877322221772
ASWB+MSIA,ASWB+MSIA,70,42,29.012214055100728,22.905431741015068
ASWB+MSIA,ASWB+MSIA,71,42,28.87014389790865,22.55994312852557
ASWB+UGDR,ASWB+UGDR,0,42,0.8927347544652282,0.1652256442895425
ASWB+UGDR,ASWB+UGDR,1,42,4.28660196310717,2.4512549808763677
ASWB+UGDR,ASWB+UGDR,2,42,9.006955058462692,6.7105328926353485
ASWB+UGDR,ASWB+UGDR,3,42,13.13685910505789,10.637610764598653
ASWB+UGDR,ASWB+UGDR,4,42,15.225528268915786,12.350382033817244
ASWB+UGDR,ASWB+UGDR,5,42,19.008033071697312,15.714674651486385
ASWB+UGDR,ASWB+UGDR,6,42,19.747733701453893,16.27419140600397
ASWB+UGDR,ASWB+UGDR,7,42,21.074183489904932,17.56840609498597
ASWB+UGDR,ASWB+UGDR,8,42,21.137785816482836,17.538167227749202
ASWB+UGDR,ASWB+UGDR,9,42,22.640983941336692,18.79835975253712
ASWB+UGDR,ASWB+UGDR,10,42,23.63884875082872,19.90664670220897
ASWB+UGDR,ASWB+UGDR,11,42,24.236294604704113,20.4536561852258
ASWB+UGDR,ASWB+UGDR,12,42,24.075839597885206,20.185064166499025
ASWB+UGDR,ASWB+UGDR,13,42,24.341430743747157,20.411487663685712
ASWB+UGDR,ASWB+UGDR,14,42,24.631880315640775,20.52840618272515
ASWB+UGDR,ASWB+UGDR,15,42,24.812885302324855,20.979006887476572
ASWB+UGDR,ASWB+UGDR,16,42,25.028196360658768,21.117164341614306
ASWB+UGDR,ASWB+UGDR,17,42,25.168715711293675,21.239569219145157
ASWB+UGDR,ASWB+UGDR,18,42,25.338380253888925,21.318818495588754
ASWB+UGDR,ASWB+UGDR,19,42,25.43838881951195,21.38771688649283
ASWB+UGDR,ASWB+UGDR,20,42,25.54115605000274,21.452567931456386
ASWB+UGDR,ASWB+UGDR,21,42,25.59264234451848,21.53394496127958
ASWB+UGDR,ASWB+UGDR,22,42,25.65593072866102,21.73237745494287
ASWB+UGDR,ASWB+UGDR,23,42,25.759851446905902,21.779427457515222
ASWB+UGDR,ASWB+UGDR,24,42,25.85715403413654,21.856751526134865
ASWB+UGDR,ASWB+UGDR,25,42,25.981910886082893,21.935834931021166
ASWB+UGDR,ASWB+UGDR,26,42,26.17656618769164,22.09878631475612
ASWB+UGDR,ASWB+UGDR,27,42,26.22418874682789,22.150650592517056
ASWB+UGDR,ASWB+UGDR,28,42,26.361941327062993,22.248235614930532
ASWB+UGDR,ASWB+UGDR,29,42,26.552633432187505,22.38700621095116
ASWB+UGDR,ASWB+UGDR,30,42,26.61142184428434,22.447929509246528
ASWB+UGDR,ASWB+UGDR,31,42,26.664844069874878,22.722134125645887
ASWB+UGDR,ASWB+UGDR,32,42,26.724163794302825,22.751357310219138
ASWB+UGDR,ASWB+UGDR,33,42,26.90368318498168,22.902300103920524
ASWB+UGDR,ASWB+UGDR,34,42,27.04400108605159,22.991329463868286
ASWB+UGDR,ASWB+UGDR,35,42,27.18287001104181,23.12440056937017
ASWB+UGDR,ASWB+UGDR,36,42,27.461078559489486,23.296098681551637
ASWB+UGDR,ASWB+UGDR,37,42,27.624827528862493,23.67901835790243
ASWB+UGDR,ASWB+UGDR,38,42,27.827253333251527,23.869513417869722
ASWB+UGDR,ASWB+UGDR,39,42,28.05411609259323,24.111228082957723
ASWB+UGDR,ASWB+UGDR,40,42,28.32107224271516,24.44237385890768
ASWB+UGDR,ASWB+UGDR,41,42,28.577736144598465,24.720679225190363
ASWB+UGDR,ASWB+UGDR,42,42,28.784424582291017,24.95493533486449
ASWB+UGDR,ASWB+UGDR,43,42,29.02849076145178,25.117164192237734
ASWB+UGDR,ASWB+UGDR,44,42,29.267080436398118,25.543455500809507
ASWB+UGDR,ASWB+UGDR,45,42,29.415865500729105,25.718440397743294
ASWB+UGDR,ASWB+UGDR,46,42,29.68369426604215,25.857464611159987
ASWB+UGDR,ASWB+UGDR,47,42,29.848211089765144,26.014241030260465
ASWB+UGDR,ASWB+UGDR,48,42,29.9886838416023,26.1127105681439
ASWB+UGDR,ASWB+UGDR,49,42,30.115164987904073,26.371149055816396
ASWB+UGDR,ASWB+UGDR,50,42,30.318224287746915,26.525579583691417
ASWB+UGDR,ASWB+UGDR,51,42,30.521460503732822,26.700094010007604
ASWB+UGDR,ASWB+UGDR,52,42,30.69280727674448,26.877173423070644
ASWB+UGDR,ASWB+UGDR,53,42,30.83116141170173,27.035051619430195
ASWB+UGDR,ASWB+UGDR,54,42,30.92324757620385,27.146926630155114
ASWB+UGDR,ASWB+UGDR,55,42,31.11502611962328,27.441787914351874
ASWB+UGDR,ASWB+UGDR,56,42,31.25227995012875,27.555745580178392
ASWB+UGDR,ASWB+UGDR,57,42,31.390647165973125,27.559899547814815
ASWB+UGDR,ASWB+UGDR,58,42,31.482517455890797,27.592311908677246
ASWB+UGDR,ASWB+UGDR,59,42,31.525066684138253,27.59605249016553
